name,taxa,scientificname,genus,family,taxonomic_level
Palicourea anisoloba,plants,Palicourea anisoloba,Palicourea,Rubiaceae,species
Pouteria decorticans,plants,Pouteria decorticans,Pouteria,Sapotaceae,species
Elaphoglossum discolor,plants,Elaphoglossum discolor,Elaphoglossum,Dryopteridaceae,species
Jacaratia,plants,,Jacaratia,Caricaceae,genus
Psittacanthus lamprophyllus,plants,Psittacanthus lamprophyllus,Psittacanthus,Loranthaceae,species
Corythophora alta,plants,Corythophora alta,Corythophora,Lecythidaceae,species
Notopleura tapajozensis,plants,Notopleura tapajozensis,Notopleura,Rubiaceae,species
Corchorus orinocensis,plants,Corchorus orinocensis,Corchorus,Malvaceae,species
Monimiaceae,plants,,,Monimiaceae,family
Perama,plants,,Perama,Rubiaceae,genus
Davalliaceae,plants,,,Davalliaceae,family
Blechnaceae,plants,,,Blechnaceae,family
Mollinedia ovata,plants,Mollinedia ovata,Mollinedia,Monimiaceae,species
Roystonea,plants,,Roystonea,Arecaceae,genus
Physocalymma,plants,,Physocalymma,Lythraceae,genus
Passiflora tholozanii,plants,Passiflora tholozanii,Passiflora,Passifloraceae,species
Perebea longepedunculata,plants,Perebea longepedunculata,Perebea,Moraceae,species
Archilejeunea ludoviciana,plants,Archilejeunea ludoviciana,Archilejeunea,Lejeuneaceae,species
Bactris bidentula,plants,Bactris bidentula,Bactris,Arecaceae,species
Pleonotoma melioides,plants,Pleonotoma melioides,Pleonotoma,Bignoniaceae,species
Gnetaceae,plants,,,Gnetaceae,family
Chameleion,plants,,Chameleion,Calymperaceae,genus
Paullinia latifolia,plants,Paullinia latifolia,Paullinia,Sapindaceae,species
Swartzia longistipitata,plants,Swartzia longistipitata,Swartzia,Fabaceae,species
Simaba,plants,,Simaba,Simaroubaceae,genus
Theobroma speciosum,plants,Theobroma speciosum,Theobroma,Malvaceae,species
Pityrogramma calomelanos,plants,Pityrogramma calomelanos,Pityrogramma,Pteridaceae,species
Psidium,plants,,Psidium,Myrtaceae,genus
Astrocaryum acaule,plants,Astrocaryum acaule,Astrocaryum,Arecaceae,species
Amaioua corymbosa,plants,Amaioua corymbosa,Amaioua,Rubiaceae,species
Cupania macrostylis,plants,Cupania macrostylis,Cupania,Sapindaceae,species
Mitostemma glaziovii,plants,Mitostemma glaziovii,Mitostemma,Passifloraceae,species
Maripa,plants,,Maripa,Convolvulaceae,genus
Tapirira guianensis,plants,Tapirira guianensis,Tapirira,Anacardiaceae,species
Micropholis venulosa,plants,Micropholis venulosa,Micropholis,Sapotaceae,species
Paypayrola guianensis,plants,Paypayrola guianensis,Paypayrola,Violaceae,species
Mimosa guilandinae,plants,Mimosa guilandinae,Mimosa,Fabaceae,species
Retiniphyllum chloranthum,plants,Retiniphyllum chloranthum,Retiniphyllum,Rubiaceae,species
Miconia erioclada,plants,Miconia erioclada,Miconia,Melastomataceae,species
Heteropterys macradena,plants,Heteropterys macradena,Heteropterys,Malpighiaceae,species
Gwilymia polystachya,plants,Gwilymia polystachya,Gwilymia,Fabaceae,species
Costus arabicus,plants,Costus arabicus,Costus,Costaceae,species
Roupala,plants,,Roupala,Proteaceae,genus
Diplotropis,plants,,Diplotropis,Fabaceae,genus
Calycophyllum intonsum,plants,Calycophyllum intonsum,Calycophyllum,Rubiaceae,species
Psittacanthus cucullaris,plants,Psittacanthus cucullaris,Psittacanthus,Loranthaceae,species
Cyathea multiflora,plants,Cyathea multiflora,Cyathea,Cyatheaceae,species
Pyrostegia venusta,plants,Pyrostegia venusta,Pyrostegia,Bignoniaceae,species
Miconia minutiflora,plants,Miconia minutiflora,Miconia,Melastomataceae,species
Diplazium roemerianum var roemerianum,plants,Diplazium roemerianum var roemerianum,Diplazium,Athyriaceae,species
Annona hypoglauca,plants,Annona hypoglauca,Annona,Annonaceae,species
Orthopappus,plants,,Orthopappus,Asteraceae,genus
Pseudosenefeldera inclinata,plants,Pseudosenefeldera inclinata,Pseudosenefeldera,Euphorbiaceae,species
Picrodendraceae,plants,,,Picrodendraceae,family
Burmanniaceae,plants,,,Burmanniaceae,family
Zannichellia,plants,,Zannichellia,Potamogetonaceae,genus
Adelobotrys,plants,,Adelobotrys,Melastomataceae,genus
Solanum anceps,plants,Solanum anceps,Solanum,Solanaceae,species
Metaxya,plants,,Metaxya,Metaxyaceae,genus
Brymela parkeriana,plants,Brymela parkeriana,Brymela,Pilotrichaceae,species
Cyathula prostrata,plants,Cyathula prostrata,Cyathula,Amaranthaceae,species
Attalea attaleoides,plants,Attalea attaleoides,Attalea,Arecaceae,species
Cordia ucayaliensis,plants,Cordia ucayaliensis,Cordia,Cordiaceae,species
Iryanthera paraensis,plants,Iryanthera paraensis,Iryanthera,Myristicaceae,species
Blepharandra,plants,,Blepharandra,Malpighiaceae,genus
Cochlospermum orinocense,plants,Cochlospermum orinocense,Cochlospermum,Cochlospermaceae,species
Hydroleaceae,plants,,,Hydroleaceae,family
Zoopsidella integrifolia,plants,Zoopsidella integrifolia,Zoopsidella,Lepidoziaceae,species
Erythroxylum gracilipes,plants,Erythroxylum gracilipes,Erythroxylum,Erythroxylaceae,species
Ipomoea batatas,plants,Ipomoea batatas,Ipomoea,Convolvulaceae,species
Faramea tamberlikiana,plants,Faramea tamberlikiana,Faramea,Rubiaceae,species
Apodanthes,plants,,Apodanthes,Apodanthaceae,genus
Caperonia corchoroides,plants,Caperonia corchoroides,Caperonia,Euphorbiaceae,species
Micropterygium trachyphyllum,plants,Micropterygium trachyphyllum,Micropterygium,Lepidoziaceae,species
Phytolaccaceae,plants,,,Phytolaccaceae,family
Aechmea angustifolia,plants,Aechmea angustifolia,Aechmea,Bromeliaceae,species
Aptandraceae,plants,,,Aptandraceae,family
Polybotrya caudata,plants,Polybotrya caudata,Polybotrya,Dryopteridaceae,species
Spathiphyllum,plants,,Spathiphyllum,Araceae,genus
Paspalum conjugatum,plants,Paspalum conjugatum,Paspalum,Poaceae,species
Homolepis,plants,,Homolepis,Poaceae,genus
Tontelea laxiflora,plants,Tontelea laxiflora,Tontelea,Celastraceae,species
Geophila,plants,,Geophila,Rubiaceae,genus
Rhigospira quadrangularis,plants,Rhigospira quadrangularis,Rhigospira,Apocynaceae,species
Ouratea spruceana,plants,Ouratea spruceana,Ouratea,Ochnaceae,species
Hippocratea volubilis,plants,Hippocratea volubilis,Hippocratea,Celastraceae,species
Notopleura,plants,,Notopleura,Rubiaceae,genus
Ephedranthus,plants,,Ephedranthus,Annonaceae,genus
Ceratolejeunea coarina,plants,Ceratolejeunea coarina,Ceratolejeunea,Lejeuneaceae,species
Faramea sessilifolia,plants,Faramea sessilifolia,Faramea,Rubiaceae,species
Burdachia,plants,,Burdachia,Malpighiaceae,genus
Ayenia praeclara,plants,Ayenia praeclara,Ayenia,Malvaceae,species
Clavija lancifolia subsp lancifolia,plants,Clavija lancifolia subsp lancifolia,Clavija,Primulaceae,species
Doliocarpus areolatus,plants,Doliocarpus areolatus,Doliocarpus,Dilleniaceae,species
Chamaecostus,plants,,Chamaecostus,Costaceae,genus
Diplacrum capitatum,plants,Diplacrum capitatum,Diplacrum,Cyperaceae,species
Lacistema aggregatum,plants,Lacistema aggregatum,Lacistema,Lacistemataceae,species
Protium rhynchophyllum,plants,Protium rhynchophyllum,Protium,Burseraceae,species
Leptochloa virgata,plants,Leptochloa virgata,Leptochloa,Poaceae,species
Ebenaceae,plants,,,Ebenaceae,family
Moronobea coccinea,plants,Moronobea coccinea,Moronobea,Clusiaceae,species
Trichomanes elegans,plants,Trichomanes elegans,Trichomanes,Hymenophyllaceae,species
Hypolytrum stemonifolium,plants,Hypolytrum stemonifolium,Hypolytrum,Cyperaceae,species
Taxithelium planum,plants,Taxithelium planum,Taxithelium,Pylaisiadelphaceae,species
Solanum stramoniifolium,plants,Solanum stramoniifolium,Solanum,Solanaceae,species
Alchornea latifolia,plants,Alchornea latifolia,Alchornea,Euphorbiaceae,species
Clitoria,plants,,Clitoria,Fabaceae,genus
Ficus mathewsii,plants,Ficus mathewsii,Ficus,Moraceae,species
Isertia rosea,plants,Isertia rosea,Isertia,Rubiaceae,species
Miconia tococa,plants,Miconia tococa,Miconia,Melastomataceae,species
Duckeodendron cestroides,plants,Duckeodendron cestroides,Duckeodendron,Solanaceae,species
Xylolejeunea,plants,,Xylolejeunea,Lejeuneaceae,genus
Thysananthus plicatiflorus,plants,Thysananthus plicatiflorus,Thysananthus,Lejeuneaceae,species
Swartzia laevicarpa,plants,Swartzia laevicarpa,Swartzia,Fabaceae,species
Mabea nitida,plants,Mabea nitida,Mabea,Euphorbiaceae,species
Rhabdodendraceae,plants,,,Rhabdodendraceae,family
Goupia,plants,,Goupia,Goupiaceae,genus
Eschweilera subglandulosa,plants,Eschweilera subglandulosa,Eschweilera,Lecythidaceae,species
Thymelaeaceae,plants,,,Thymelaeaceae,family
Chrysophyllum sanguinolentum,plants,Chrysophyllum sanguinolentum,Chrysophyllum,Sapotaceae,species
Oxyceros longiflorus,plants,Oxyceros longiflorus,Oxyceros,Rubiaceae,species
Miconia galactantha,plants,Miconia galactantha,Miconia,Melastomataceae,species
Triuridaceae,plants,,,Triuridaceae,family
Securidaca paniculata,plants,Securidaca paniculata,Securidaca,Polygalaceae,species
Syrrhopodon ligulatus,plants,Syrrhopodon ligulatus,Syrrhopodon,Calymperaceae,species
Hirtella excelsa,plants,Hirtella excelsa,Hirtella,Chrysobalanaceae,species
Trigonia,plants,,Trigonia,Trigoniaceae,genus
Ludwigia rigida,plants,Ludwigia rigida,Ludwigia,Onagraceae,species
Handroanthus serratifolius,plants,Handroanthus serratifolius,Handroanthus,Bignoniaceae,species
Fissidens,plants,,Fissidens,Fissidentaceae,genus
Paullinia oldemanii,plants,Paullinia oldemanii,Paullinia,Sapindaceae,species
Neea brittonii,plants,Neea brittonii,Neea,Nyctaginaceae,species
Adenia,plants,,Adenia,Passifloraceae,genus
Guatteria citriodora,plants,Guatteria citriodora,Guatteria,Annonaceae,species
Rhabdodendron,plants,,Rhabdodendron,Rhabdodendraceae,genus
Sphagnaceae,plants,,,Sphagnaceae,family
Brosimum parinarioides,plants,Brosimum parinarioides,Brosimum,Moraceae,species
Momordica charantia,plants,Momordica charantia,Momordica,Cucurbitaceae,species
Curtia,plants,,Curtia,Gentianaceae,genus
Cassipourea,plants,,Cassipourea,Rhizophoraceae,genus
Salacia impressifolia,plants,Salacia impressifolia,Salacia,Celastraceae,species
Clusia amazonica,plants,Clusia amazonica,Clusia,Clusiaceae,species
Peperomia dimota,plants,Peperomia dimota,Peperomia,Piperaceae,species
Apeiba glabra,plants,Apeiba glabra,Apeiba,Malvaceae,species
Palicourea cardonae,plants,Palicourea cardonae,Palicourea,Rubiaceae,species
Angostura trifoliata,plants,Angostura trifoliata,Angostura,Rutaceae,species
Guzmania,plants,,Guzmania,Bromeliaceae,genus
Miconia stenostachya,plants,Miconia stenostachya,Miconia,Melastomataceae,species
Xylopia,plants,,Xylopia,Annonaceae,genus
Protium crassipetalum,plants,Protium crassipetalum,Protium,Burseraceae,species
Acanthella sprucei,plants,Acanthella sprucei,Acanthella,Melastomataceae,species
Odontoschisma brasiliense,plants,Odontoschisma brasiliense,Odontoschisma,Cephaloziaceae,species
Glycydendron amazonicum,plants,Glycydendron amazonicum,Glycydendron,Euphorbiaceae,species
Exochogyne,plants,,Exochogyne,Cyperaceae,genus
Diplazium,plants,,Diplazium,Athyriaceae,genus
Hyptis atrorubens,plants,Hyptis atrorubens,Hyptis,Lamiaceae,species
Sparattanthelium,plants,,Sparattanthelium,Hernandiaceae,genus
Gustavia hexapetala,plants,Gustavia hexapetala,Gustavia,Lecythidaceae,species
Syrrhopodon simmondsii,plants,Syrrhopodon simmondsii,Syrrhopodon,Calymperaceae,species
Mayna,plants,,Mayna,Achariaceae,genus
Declieuxia,plants,,Declieuxia,Rubiaceae,genus
Piper sintenense,plants,Piper sintenense,Piper,Piperaceae,species
Condylocarpon amazonicum,plants,Condylocarpon amazonicum,Condylocarpon,Apocynaceae,species
Cestrum reflexum,plants,Cestrum reflexum,Cestrum,Solanaceae,species
Duckeodendron,plants,,Duckeodendron,Solanaceae,genus
Loreya spruceana,plants,Loreya spruceana,Loreya,Melastomataceae,species
Philodendron brandtianum,plants,Philodendron brandtianum,Philodendron,Araceae,species
Ticorea longiflora,plants,Ticorea longiflora,Ticorea,Rutaceae,species
Tetracera asperula,plants,Tetracera asperula,Tetracera,Dilleniaceae,species
Philodendron myrmecophilum,plants,Philodendron myrmecophilum,Philodendron,Araceae,species
Tilesia,plants,,Tilesia,Asteraceae,genus
Rinorea flavescens,plants,Rinorea flavescens,Rinorea,Violaceae,species
Radula javanica,plants,Radula javanica,Radula,Radulaceae,species
Tecoma,plants,,Tecoma,Bignoniaceae,genus
Microgramma baldwinii,plants,Microgramma baldwinii,Microgramma,Polypodiaceae,species
Dalbergia riedelii,plants,Dalbergia riedelii,Dalbergia,Fabaceae,species
Paspalum,plants,,Paspalum,Poaceae,genus
Ouratea engleri,plants,Ouratea engleri,Ouratea,Ochnaceae,species
Cassytha,plants,,Cassytha,Lauraceae,genus
Adiantum serratodentatum,plants,Adiantum serratodentatum,Adiantum,Pteridaceae,species
Myrcia guianensis,plants,Myrcia guianensis,Myrcia,Myrtaceae,species
Adelobotrys marginatus,plants,Adelobotrys marginatus,Adelobotrys,Melastomataceae,species
Aniba megaphylla,plants,Aniba megaphylla,Aniba,Lauraceae,species
Trichomanes arbuscula,plants,Trichomanes arbuscula,Trichomanes,Hymenophyllaceae,species
Miconia calvescens,plants,Miconia calvescens,Miconia,Melastomataceae,species
Cassytha glabella f glabella,plants,Cassytha glabella f glabella,Cassytha,Lauraceae,species
Tontelea congestiflora,plants,Tontelea congestiflora,Tontelea,Celastraceae,species
Parinariopsis licaniiflora,plants,Parinariopsis licaniiflora,Parinariopsis,Chrysobalanaceae,species
Richeria,plants,,Richeria,Phyllanthaceae,genus
Imperata,plants,,Imperata,Poaceae,genus
Scleria,plants,,Scleria,Cyperaceae,genus
Matayba inelegans,plants,Matayba inelegans,Matayba,Sapindaceae,species
Ryania spruceana,plants,Ryania spruceana,Ryania,Salicaceae,species
Syrrhopodon annotinus,plants,Syrrhopodon annotinus,Syrrhopodon,Calymperaceae,species
Ruizterania,plants,,Ruizterania,Vochysiaceae,genus
Myrcia ferruginea,plants,Myrcia ferruginea,Myrcia,Myrtaceae,species
Paspalum decumbens,plants,Paspalum decumbens,Paspalum,Poaceae,species
Cecropia latiloba,plants,Cecropia latiloba,Cecropia,Urticaceae,species
Brosimum sprucei,plants,Brosimum sprucei,Brosimum,Moraceae,species
Proteaceae,plants,,,Proteaceae,family
Geonoma aspidiifolia subsp aspidiifolia,plants,Geonoma aspidiifolia subsp aspidiifolia,Geonoma,Arecaceae,species
Senna multijuga,plants,Senna multijuga,Senna,Fabaceae,species
Amaranthaceae,plants,,,Amaranthaceae,family
Dialium,plants,,Dialium,Fabaceae,genus
Ophiocaryon manausense,plants,Ophiocaryon manausense,Ophiocaryon,Sabiaceae,species
Protium aracouchini,plants,Protium aracouchini,Protium,Burseraceae,species
Vantanea,plants,,Vantanea,Humiriaceae,genus
Commelina diffusa,plants,Commelina diffusa,Commelina,Commelinaceae,species
Schizaea,plants,,Schizaea,Schizaeaceae,genus
Ectropothecium leptochaeton,plants,Ectropothecium leptochaeton,Ectropothecium,Hypnaceae,species
Souroubea,plants,,Souroubea,Marcgraviaceae,genus
Strelitziaceae,plants,,,Strelitziaceae,family
Casearia apodantha,plants,Casearia apodantha,Casearia,Salicaceae,species
Glycydendron,plants,,Glycydendron,Euphorbiaceae,genus
Sacoglottis,plants,,Sacoglottis,Humiriaceae,genus
Microgramma,plants,,Microgramma,Polypodiaceae,genus
Leptochloa,plants,,Leptochloa,Poaceae,genus
Garcinia macrophylla,plants,Garcinia macrophylla,Garcinia,Clusiaceae,species
Heliconia psittacorum,plants,Heliconia psittacorum,Heliconia,Heliconiaceae,species
Polygonaceae,plants,,,Polygonaceae,family
Lindsaea divaricata,plants,Lindsaea divaricata,Lindsaea,Lindsaeaceae,species
Cannabaceae,plants,,,Cannabaceae,family
Xyris savanensis,plants,Xyris savanensis,Xyris,Xyridaceae,species
Sterculia duckei,plants,Sterculia duckei,Sterculia,Malvaceae,species
Heliotropium,plants,,Heliotropium,Heliotropiaceae,genus
Tapirira obtusa,plants,Tapirira obtusa,Tapirira,Anacardiaceae,species
Rudgea viburnoides,plants,Rudgea viburnoides,Rudgea,Rubiaceae,species
Abuta grandifolia,plants,Abuta grandifolia,Abuta,Menispermaceae,species
Cyclodium,plants,,Cyclodium,Dryopteridaceae,genus
Sapium glandulosum,plants,Sapium glandulosum,Sapium,Euphorbiaceae,species
Casearia bicolor,plants,Casearia bicolor,Casearia,Salicaceae,species
Marsilea,plants,,Marsilea,Marsileaceae,genus
Bredemeyera floribunda,plants,Bredemeyera floribunda,Bredemeyera,Polygalaceae,species
Compsoneura ulei,plants,Compsoneura ulei,Compsoneura,Myristicaceae,species
Heisteria,plants,,Heisteria,Erythropalaceae,genus
Pteris pungens,plants,Pteris pungens,Pteris,Pteridaceae,species
Leonia crassa,plants,Leonia crassa,Leonia,Violaceae,species
Luehea cymulosa,plants,Luehea cymulosa,Luehea,Malvaceae,species
Nealchornea yapurensis,plants,Nealchornea yapurensis,Nealchornea,Euphorbiaceae,species
Myrcia aliena,plants,Myrcia aliena,Myrcia,Myrtaceae,species
Alibertia latifolia,plants,Alibertia latifolia,Alibertia,Rubiaceae,species
Epidendrum,plants,,Epidendrum,Orchidaceae,genus
Thaumatophyllum spruceanum,plants,Thaumatophyllum spruceanum,Thaumatophyllum,Araceae,species
Philodendron linnaei,plants,Philodendron linnaei,Philodendron,Araceae,species
Irlbachia nemorosa,plants,Irlbachia nemorosa,Irlbachia,Gentianaceae,species
Palicourea corymbifera,plants,Palicourea corymbifera,Palicourea,Rubiaceae,species
Compsoneura,plants,,Compsoneura,Myristicaceae,genus
Crudia amazonica,plants,Crudia amazonica,Crudia,Fabaceae,species
Calyptrocarya,plants,,Calyptrocarya,Cyperaceae,genus
Rhynchospora globosa,plants,Rhynchospora globosa,Rhynchospora,Cyperaceae,species
Desmoscelis villosa,plants,Desmoscelis villosa,Desmoscelis,Melastomataceae,species
Cuphea melvilla,plants,Cuphea melvilla,Cuphea,Lythraceae,species
Chamaecrista,plants,,Chamaecrista,Fabaceae,genus
Meiothecium,plants,,Meiothecium,Sematophyllaceae,genus
Eugenia biflora,plants,Eugenia biflora,Eugenia,Myrtaceae,species
Guatteria guianensis,plants,Guatteria guianensis,Guatteria,Annonaceae,species
Vigna,plants,,Vigna,Fabaceae,genus
Iryanthera paradoxa,plants,Iryanthera paradoxa,Iryanthera,Myristicaceae,species
Schiekia,plants,,Schiekia,Haemodoraceae,genus
Microteaceae,plants,,,Microteaceae,family
Inga,plants,,Inga,Fabaceae,genus
Abuta velutina,plants,Abuta velutina,Abuta,Menispermaceae,species
Didymochlaena truncatula,plants,Didymochlaena truncatula,Didymochlaena,Didymochlaenaceae,species
Crepidospermum rhoifolium,plants,Crepidospermum rhoifolium,Crepidospermum,Burseraceae,species
Barcella odora,plants,Barcella odora,Barcella,Arecaceae,species
Lindsaea,plants,,Lindsaea,Lindsaeaceae,genus
Stryphnodendron,plants,,Stryphnodendron,Fabaceae,genus
Erythroxylum,plants,,Erythroxylum,Erythroxylaceae,genus
Phoradendron,plants,,Phoradendron,Viscaceae,genus
Astrocaryum vulgare,plants,Astrocaryum vulgare,Astrocaryum,Arecaceae,species
Gurania,plants,,Gurania,Cucurbitaceae,genus
Mouriri ficoides,plants,Mouriri ficoides,Mouriri,Melastomataceae,species
Securidaca coriacea,plants,Securidaca coriacea,Securidaca,Polygalaceae,species
Palicourea subundulata,plants,Palicourea subundulata,Palicourea,Rubiaceae,species
Tynanthus,plants,,Tynanthus,Bignoniaceae,genus
Micropholis mensalis,plants,Micropholis mensalis,Micropholis,Sapotaceae,species
Simira rubescens,plants,Simira rubescens,Simira,Rubiaceae,species
Cactaceae,plants,,,Cactaceae,family
Solanum coriaceum,plants,Solanum coriaceum,Solanum,Solanaceae,species
Nectandra hihua,plants,Nectandra hihua,Nectandra,Lauraceae,species
Zannichellia palustris,plants,Zannichellia palustris,Zannichellia,Potamogetonaceae,species
Strychnos,plants,,Strychnos,Loganiaceae,genus
Ixora,plants,,Ixora,Rubiaceae,genus
Hamelia,plants,,Hamelia,Rubiaceae,genus
Calymperes erosum,plants,Calymperes erosum,Calymperes,Calymperaceae,species
